url_length,body_length,entropy,n_params,has_suspicious_chars,req_per_minute
609,0,3.5718,1,0,35101
615,0,3.5594,1,0,35101
621,0,3.5681,1,0,35101
627,0,3.5517,1,0,35101
609,0,3.5674,1,0,35101
615,0,3.5638,1,0,35101
621,0,3.5473,1,0,35101
627,0,3.5502,1,0,35101
609,0,3.5751,1,0,35101
606,0,3.5869,1,0,35101
822,0,3.5091,1,0,35101
822,0,3.5152,1,0,35101
819,0,3.5113,1,0,35101
819,0,3.5075,1,0,35101
957,0,3.475,1,0,35101
1002,0,3.4732,1,0,35101
954,0,3.4742,1,0,35101
999,0,3.4682,1,0,35101
951,0,3.4815,1,0,35101
948,0,3.4815,1,0,35101
867,0,3.5112,1,0,35101
867,0,3.4984,1,0,35101
864,0,3.5113,1,0,35101
864,0,3.5075,1,0,35101
771,0,3.5061,1,0,35101
720,0,3.5371,1,0,35101
657,0,3.5547,1,0,35101
663,0,3.548,1,0,35101
669,0,3.529,1,0,35101
687,0,3.533,1,0,35101
717,0,3.5409,1,0,35101
714,0,3.532,1,0,35101
819,0,3.5176,1,0,35101
816,0,3.5226,1,0,35101
864,0,3.5083,1,0,35101
861,0,3.5138,1,0,35101
819,0,3.501,1,0,35101
822,0,3.5144,1,0,35101
723,0,3.5349,1,0,35101
720,0,3.5412,1,0,35101
720,0,3.547,1,0,35101
615,0,3.5691,1,0,35101
621,0,3.5632,1,0,35101
627,0,3.5558,1,0,35101
609,0,3.601,1,0,35101
615,0,3.5709,1,0,35101
621,0,3.5654,1,0,35101
627,0,3.5514,1,0,35101
615,0,3.5731,1,0,35101
609,0,3.5665,1,0,35101
615,0,3.5604,1,0,35101
621,0,3.5554,1,0,35101
627,0,3.5557,1,0,35101
609,0,3.5639,1,0,35101
615,0,3.5587,1,0,35101
621,0,3.5881,1,0,35101
627,0,3.5557,1,0,35101
609,0,3.5603,1,0,35101
606,0,3.5817,1,0,35101
822,0,3.5261,1,0,35101
822,0,3.506,1,0,35101
819,0,3.5182,1,0,35101
819,0,3.5207,1,0,35101
960,0,3.47,1,0,35101
1011,0,3.4842,1,0,35101
951,0,3.4797,1,0,35101
996,0,3.4768,1,0,35101
951,0,3.4803,1,0,35101
948,0,3.4841,1,0,35101
867,0,3.5079,1,0,35101
867,0,3.4956,1,0,35101
864,0,3.506,1,0,35101
864,0,3.5069,1,0,35101
771,0,3.5238,1,0,35101
720,0,3.5437,1,0,35101
657,0,3.5433,1,0,35101
663,0,3.5465,1,0,35101
669,0,3.5456,1,0,35101
687,0,3.525,1,0,35101
717,0,3.5459,1,0,35101
714,0,3.5234,1,0,35101
819,0,3.5086,1,0,35101
816,0,3.5185,1,0,35101
864,0,3.4965,1,0,35101
861,0,3.5124,1,0,35101
819,0,3.5183,1,0,35101
822,0,3.5271,1,0,35101
696,0,3.5207,1,0,35101
693,0,3.5311,1,0,35101
693,0,3.536,1,0,35101
699,0,3.5379,1,0,35101
702,0,3.5387,1,0,35101
696,0,3.5388,1,0,35101
696,0,3.5309,1,0,35101
699,0,3.5376,1,0,35101
702,0,3.5374,1,0,35101
795,0,3.5161,1,0,35101
795,0,3.5099,1,0,35101
792,0,3.5208,1,0,35101
792,0,3.523,1,0,35101
948,0,3.4853,1,0,35101
996,0,3.4759,1,0,35101
945,0,3.4823,1,0,35101
990,0,3.4861,1,0,35101
945,0,3.4926,1,0,35101
948,0,3.4958,1,0,35101
840,0,3.5014,1,0,35101
840,0,3.5046,1,0,35101
837,0,3.498,1,0,35101
837,0,3.5038,1,0,35101
771,0,3.5271,1,0,35101
693,0,3.5436,1,0,35101
696,0,3.5423,1,0,35101
699,0,3.537,1,0,35101
690,0,3.5413,1,0,35101
792,0,3.5246,1,0,35101
789,0,3.5173,1,0,35101
837,0,3.5091,1,0,35101
834,0,3.5218,1,0,35101
792,0,3.5179,1,0,35101
795,0,3.5197,1,0,35101
699,0,3.5354,1,0,35101
696,0,3.5318,1,0,35101
696,0,3.5358,1,0,35101
702,0,3.5302,1,0,35101
705,0,3.5332,1,0,35101
699,0,3.5368,1,0,35101
699,0,3.5278,1,0,35101
702,0,3.5357,1,0,35101
705,0,3.5295,1,0,35101
798,0,3.5031,1,0,35101
798,0,3.5173,1,0,35101
795,0,3.5116,1,0,35101
795,0,3.5109,1,0,35101
954,0,3.4806,1,0,35101
999,0,3.4708,1,0,35101
945,0,3.4807,1,0,35101
999,0,3.4853,1,0,35101
948,0,3.4795,1,0,35101
942,0,3.4838,1,0,35101
843,0,3.5179,1,0,35101
843,0,3.5063,1,0,35101
840,0,3.5012,1,0,35101
840,0,3.5035,1,0,35101
774,0,3.5295,1,0,35101
696,0,3.5391,1,0,35101
699,0,3.5349,1,0,35101
702,0,3.5332,1,0,35101
693,0,3.5443,1,0,35101
795,0,3.5031,1,0,35101
792,0,3.5182,1,0,35101
840,0,3.5141,1,0,35101
837,0,3.5068,1,0,35101
795,0,3.5184,1,0,35101
798,0,3.5245,1,0,35101
357,0,3.5273,1,0,35101
354,0,3.5589,1,0,35101
354,0,3.5565,1,0,35101
381,0,3.5234,1,0,35101
387,0,3.5498,1,0,35101
393,0,3.539,1,0,35101
375,0,3.5332,1,0,35101
381,0,3.5095,1,0,35101
387,0,3.5392,1,0,35101
393,0,3.5318,1,0,35101
381,0,3.5458,1,0,35101
375,0,3.5342,1,0,35101
381,0,3.5008,1,0,35101
387,0,3.5134,1,0,35101
393,0,3.4892,1,0,35101
375,0,3.5238,1,0,35101
381,0,3.5087,1,0,35101
387,0,3.4921,1,0,35101
393,0,3.4741,1,0,35101
375,0,3.529,1,0,35101
372,0,3.5212,1,0,35101
456,0,3.4927,1,0,35101
456,0,3.4883,1,0,35101
453,0,3.485,1,0,35101
453,0,3.4836,1,0,35101
486,0,3.4776,1,0,35101
534,0,3.4436,1,0,35101
480,0,3.4712,1,0,35101
528,0,3.4655,1,0,35101
480,0,3.4941,1,0,35101
474,0,3.4998,1,0,35101
501,0,3.461,1,0,35101
501,0,3.4684,1,0,35101
498,0,3.4468,1,0,35101
498,0,3.4522,1,0,35101
405,0,3.5021,1,0,35101
354,0,3.5461,1,0,35101
423,0,3.4916,1,0,35101
429,0,3.4599,1,0,35101
435,0,3.468,1,0,35101
321,0,3.5622,1,0,35101
351,0,3.5449,1,0,35101
348,0,3.5654,1,0,35101
453,0,3.482,1,0,35101
450,0,3.4635,1,0,35101
498,0,3.451,1,0,35101
495,0,3.4818,1,0,35101
453,0,3.5054,1,0,35101
456,0,3.4928,1,0,35101
354,0,3.5658,1,0,35101
351,0,3.5633,1,0,35101
351,0,3.5425,1,0,35101
378,0,3.5543,1,0,35101
384,0,3.5551,1,0,35101
390,0,3.5187,1,0,35101
372,0,3.5357,1,0,35101
378,0,3.5568,1,0,35101
384,0,3.5317,1,0,35101
390,0,3.5127,1,0,35101
378,0,3.5194,1,0,35101
372,0,3.5673,1,0,35101
378,0,3.534,1,0,35101
384,0,3.5176,1,0,35101
390,0,3.4892,1,0,35101
372,0,3.5416,1,0,35101
378,0,3.5223,1,0,35101
384,0,3.5045,1,0,35101
390,0,3.5183,1,0,35101
372,0,3.528,1,0,35101
369,0,3.5168,1,0,35101
453,0,3.4513,1,0,35101
453,0,3.471,1,0,35101
450,0,3.476,1,0,35101
450,0,3.5016,1,0,35101
483,0,3.5017,1,0,35101
531,0,3.4694,1,0,35101
477,0,3.4555,1,0,35101
525,0,3.4782,1,0,35101
477,0,3.4792,1,0,35101
471,0,3.4654,1,0,35101
498,0,3.4659,1,0,35101
498,0,3.4218,1,0,35101
495,0,3.4504,1,0,35101
495,0,3.4755,1,0,35101
402,0,3.4788,1,0,35101
351,0,3.524,1,0,35101
420,0,3.5253,1,0,35101
426,0,3.4674,1,0,35101
432,0,3.4918,1,0,35101
318,0,3.567,1,0,35101
348,0,3.5168,1,0,35101
345,0,3.5531,1,0,35101
450,0,3.4854,1,0,35101
447,0,3.4926,1,0,35101
495,0,3.4668,1,0,35101
492,0,3.4305,1,0,35101
450,0,3.503,1,0,35101
453,0,3.5053,1,0,35101
333,0,3.5691,1,0,35101
330,0,3.5915,1,0,35101
330,0,3.5635,1,0,35101
336,0,3.5794,1,0,35101
339,0,3.5562,1,0,35101
333,0,3.5654,1,0,35101
333,0,3.5667,1,0,35101
336,0,3.5687,1,0,35101
339,0,3.5549,1,0,35101
432,0,3.4928,1,0,35101
432,0,3.5009,1,0,35101
429,0,3.4945,1,0,35101
429,0,3.4694,1,0,35101
480,0,3.4868,1,0,35101
528,0,3.4763,1,0,35101
477,0,3.4764,1,0,35101
525,0,3.4948,1,0,35101
477,0,3.5204,1,0,35101
474,0,3.4597,1,0,35101
477,0,3.4564,1,0,35101
477,0,3.4885,1,0,35101
474,0,3.4937,1,0,35101
474,0,3.4764,1,0,35101
408,0,3.5197,1,0,35101
330,0,3.5769,1,0,35101
333,0,3.5761,1,0,35101
336,0,3.565,1,0,35101
327,0,3.586,1,0,35101
429,0,3.502,1,0,35101
426,0,3.5032,1,0,35101
474,0,3.4631,1,0,35101
471,0,3.4794,1,0,35101
429,0,3.5152,1,0,35101
432,0,3.5378,1,0,35101
330,0,3.5241,1,0,35101
327,0,3.5645,1,0,35101
327,0,3.5425,1,0,35101
333,0,3.5383,1,0,35101
336,0,3.5597,1,0,35101
330,0,3.544,1,0,35101
330,0,3.5486,1,0,35101
333,0,3.5402,1,0,35101
336,0,3.5425,1,0,35101
429,0,3.5028,1,0,35101
429,0,3.4702,1,0,35101
426,0,3.4826,1,0,35101
426,0,3.4474,1,0,35101
477,0,3.476,1,0,35101
525,0,3.4513,1,0,35101
474,0,3.4908,1,0,35101
522,0,3.4716,1,0,35101
474,0,3.4878,1,0,35101
471,0,3.445,1,0,35101
474,0,3.4434,1,0,35101
474,0,3.448,1,0,35101
471,0,3.4638,1,0,35101
471,0,3.4412,1,0,35101
405,0,3.4871,1,0,35101
327,0,3.5707,1,0,35101
330,0,3.5543,1,0,35101
333,0,3.544,1,0,35101
324,0,3.57,1,0,35101
426,0,3.4954,1,0,35101
423,0,3.4691,1,0,35101
471,0,3.4304,1,0,35101
468,0,3.4606,1,0,35101
426,0,3.4989,1,0,35101
429,0,3.496,1,0,35101
522,0,3.5744,1,0,35101
519,0,3.5688,1,0,35101
519,0,3.5716,1,0,35101
546,0,3.5641,1,0,35101
552,0,3.5502,1,0,35101
558,0,3.566,1,0,35101
540,0,3.5699,1,0,35101
546,0,3.5734,1,0,35101
552,0,3.5515,1,0,35101
558,0,3.5595,1,0,35101
546,0,3.5679,1,0,35101
540,0,3.578,1,0,35101
546,0,3.5575,1,0,35101
552,0,3.5492,1,0,35101
558,0,3.547,1,0,35101
540,0,3.56,1,0,35101
546,0,3.5467,1,0,35101
552,0,3.5395,1,0,35101
558,0,3.5529,1,0,35101
540,0,3.5539,1,0,35101
537,0,3.5682,1,0,35101
666,0,3.5033,1,0,35101
666,0,3.5133,1,0,35101
663,0,3.5095,1,0,35101
663,0,3.4962,1,0,35101
570,0,3.5452,1,0,35101
519,0,3.5804,1,0,35101
588,0,3.5222,1,0,35101
594,0,3.5144,1,0,35101
600,0,3.5064,1,0,35101
486,0,3.5941,1,0,35101
516,0,3.5969,1,0,35101
513,0,3.5684,1,0,35101
663,0,3.5083,1,0,35101
660,0,3.5189,1,0,35101
618,0,3.5381,1,0,35101
621,0,3.5324,1,0,35101
522,0,3.571,1,0,35101
519,0,3.5751,1,0,35101
519,0,3.563,1,0,35101
546,0,3.5564,1,0,35101
552,0,3.5412,1,0,35101
558,0,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546,0,3.5641,1,0,35101
552,0,3.5694,1,0,35101
558,0,3.5417,1,0,35101
546,0,3.558,1,0,35101
540,0,3.5572,1,0,35101
546,0,3.5631,1,0,35101
552,0,3.5394,1,0,35101
558,0,3.5328,1,0,35101
540,0,3.5553,1,0,35101
546,0,3.5417,1,0,35101
552,0,3.5504,1,0,35101
558,0,3.5259,1,0,35101
540,0,3.523,1,0,35101
537,0,3.5467,1,0,35101
666,0,3.4955,1,0,35101
666,0,3.4904,1,0,35101
663,0,3.4944,1,0,35101
663,0,3.4894,1,0,35101
570,0,3.5218,1,0,35101
519,0,3.5714,1,0,35101
588,0,3.5163,1,0,35101
594,0,3.5189,1,0,35101
600,0,3.5053,1,0,35101
486,0,3.5802,1,0,35101
516,0,3.5871,1,0,35101
513,0,3.5823,1,0,35101
663,0,3.4894,1,0,35101
660,0,3.5038,1,0,35101
618,0,3.5245,1,0,35101
621,0,3.5189,1,0,35101
360,0,3.6963,1,0,35101
357,0,3.6976,1,0,35101
357,0,3.6993,1,0,35101
435,0,3.6317,1,0,35101
441,0,3.6248,1,0,35101
447,0,3.6401,1,0,35101
429,0,3.6361,1,0,35101
435,0,3.6486,1,0,35101
441,0,3.6293,1,0,35101
447,0,3.6385,1,0,35101
435,0,3.6353,1,0,35101
429,0,3.6519,1,0,35101
435,0,3.6457,1,0,35101
441,0,3.615,1,0,35101
447,0,3.6344,1,0,35101
429,0,3.6371,1,0,35101
435,0,3.623,1,0,35101
441,0,3.6229,1,0,35101
447,0,3.6235,1,0,35101
429,0,3.6366,1,0,35101
426,0,3.6469,1,0,35101
504,0,3.6034,1,0,35101
504,0,3.5878,1,0,35101
501,0,3.6175,1,0,35101
501,0,3.5881,1,0,35101
408,0,3.6605,1,0,35101
357,0,3.6961,1,0,35101
477,0,3.6043,1,0,35101
483,0,3.6044,1,0,35101
489,0,3.5906,1,0,35101
324,0,3.7089,1,0,35101
354,0,3.7081,1,0,35101
351,0,3.6976,1,0,35101
501,0,3.599,1,0,35101
498,0,3.6174,1,0,35101
456,0,3.6224,1,0,35101
459,0,3.637,1,0,35101
333,0,3.6933,1,0,35101
330,0,3.6922,1,0,35101
330,0,3.6928,1,0,35101
336,0,3.6804,1,0,35101
339,0,3.6864,1,0,35101
333,0,3.6835,1,0,35101
333,0,3.6888,1,0,35101
336,0,3.6901,1,0,35101
339,0,3.6865,1,0,35101
477,0,3.6122,1,0,35101
477,0,3.5862,1,0,35101
474,0,3.6059,1,0,35101
474,0,3.5965,1,0,35101
408,0,3.6615,1,0,35101
330,0,3.6967,1,0,35101
333,0,3.6979,1,0,35101
336,0,3.6852,1,0,35101
327,0,3.6997,1,0,35101
474,0,3.5957,1,0,35101
471,0,3.6109,1,0,35101
429,0,3.6234,1,0,35101
432,0,3.6373,1,0,35101
273,0,3.6034,1,0,35101
174,0,3.7978,1,0,35101
366,0,3.6431,1,0,35101
507,0,3.4536,1,0,35101
147,0,3.8812,1,0,35101
126,0,4.0147,1,0,35101
141,0,4.0322,1,0,35101
141,0,3.8727,1,0,35101
198,0,3.8241,1,0,35101
861,0,3.2779,1,0,35101
387,0,3.5526,1,0,35101
528,0,3.5095,1,0,35101
666,0,3.3125,1,0,35101
264,0,3.7166,1,0,35101
411,0,3.4037,1,0,35101
357,0,3.5755,1,0,35101
378,0,3.4659,1,0,35101
699,0,3.5215,1,0,35101
735,0,3.5123,1,0,35101
177,0,3.8163,1,0,35101
357,0,3.551,1,0,35101
324,0,3.5655,1,0,35101
582,0,3.4848,1,0,35101
549,0,3.4878,1,0,35101
483,0,3.488,1,0,35101
450,0,3.4955,1,0,35101
540,0,3.4893,1,0,35101
507,0,3.4975,1,0,35101
1062,0,3.2639,1,0,35101
1029,0,3.2635,1,0,35101
441,0,3.5446,1,0,35101
408,0,3.578,1,0,35101
657,0,3.4899,1,0,35101
624,0,3.5018,1,0,35101
795,0,3.3294,1,0,35101
762,0,3.3379,1,0,35101
816,0,3.4625,1,0,35101
813,0,3.4729,1,0,35101
819,0,3.4701,1,0,35101
786,0,3.4716,1,0,35101
132,0,3.7463,1,0,35101
141,0,3.7276,1,0,35101
129,0,3.8255,1,0,35101
138,0,3.7626,1,0,35101
129,0,3.7933,1,0,35101
138,0,3.8303,1,0,35101
132,0,3.8088,1,0,35101
141,0,3.8091,1,0,35101
135,0,3.8023,1,0,35101
144,0,3.8075,1,0,35101
138,0,3.7455,1,0,35101
147,0,3.7481,1,0,35101
129,0,3.7538,1,0,35101
138,0,3.8596,1,0,35101
132,0,3.8279,1,0,35101
141,0,3.7302,1,0,35101
135,0,3.7787,1,0,35101
144,0,3.7468,1,0,35101
138,0,3.7555,1,0,35101
147,0,3.7262,1,0,35101
132,0,3.7614,1,0,35101
141,0,3.7378,1,0,35101
129,0,3.8023,1,0,35101
138,0,3.7713,1,0,35101
132,0,3.7557,1,0,35101
141,0,3.7716,1,0,35101
135,0,3.7499,1,0,35101
144,0,3.8122,1,0,35101
138,0,3.7257,1,0,35101
147,0,3.7732,1,0,35101
129,0,3.7759,1,0,35101
138,0,3.7793,1,0,35101
132,0,3.7947,1,0,35101
141,0,3.7946,1,0,35101
135,0,3.719,1,0,35101
144,0,3.8258,1,0,35101
138,0,3.7266,1,0,35101
147,0,3.8065,1,0,35101
129,0,3.7705,1,0,35101
138,0,3.7447,1,0,35101
129,0,3.7555,1,0,35101
138,0,3.7649,1,0,35101
276,0,3.5189,1,0,35101
285,0,3.5602,1,0,35101
276,0,3.5546,1,0,35101
285,0,3.5094,1,0,35101
273,0,3.5031,1,0,35101
282,0,3.5028,1,0,35101
273,0,3.5164,1,0,35101
282,0,3.5183,1,0,35101
207,0,3.5863,1,0,35101
216,0,3.6314,1,0,35101
129,0,3.7795,1,0,35101
138,0,3.7791,1,0,35101
129,0,3.8336,1,0,35101
138,0,3.7361,1,0,35101
132,0,3.7564,1,0,35101
141,0,3.8313,1,0,35101
135,0,3.8023,1,0,35101
144,0,3.7767,1,0,35101
126,0,3.7973,1,0,35101
135,0,3.838,1,0,35101
126,0,3.7994,1,0,35101
135,0,3.8766,1,0,35101
126,0,3.7965,1,0,35101
135,0,3.8237,1,0,35101
273,0,3.5306,1,0,35101
282,0,3.4783,1,0,35101
270,0,3.5591,1,0,35101
279,0,3.5817,1,0,35101
228,0,3.6115,1,0,35101
237,0,3.6263,1,0,35101
231,0,3.6462,1,0,35101
240,0,3.5918,1,0,35101
135,0,3.7922,1,0,35101
144,0,3.7869,1,0,35101
132,0,3.8138,1,0,35101
141,0,3.7857,1,0,35101
132,0,3.7678,1,0,35101
141,0,3.7624,1,0,35101
135,0,3.7475,1,0,35101
144,0,3.7024,1,0,35101
138,0,3.7473,1,0,35101
147,0,3.7468,1,0,35101
141,0,3.7401,1,0,35101
150,0,3.7397,1,0,35101
132,0,3.818,1,0,35101
141,0,3.7399,1,0,35101
135,0,3.8196,1,0,35101
144,0,3.7884,1,0,35101
138,0,3.7557,1,0,35101
147,0,3.7589,1,0,35101
141,0,3.8451,1,0,35101
150,0,3.7338,1,0,35101
135,0,3.7814,1,0,35101
144,0,3.7706,1,0,35101
132,0,3.8513,1,0,35101
141,0,3.7935,1,0,35101
135,0,3.7029,1,0,35101
144,0,3.7078,1,0,35101
138,0,3.7289,1,0,35101
147,0,3.7605,1,0,35101
141,0,3.7322,1,0,35101
150,0,3.6351,1,0,35101
132,0,3.7839,1,0,35101
141,0,3.7905,1,0,35101
135,0,3.755,1,0,35101
144,0,3.7587,1,0,35101
138,0,3.7261,1,0,35101
147,0,3.7793,1,0,35101
141,0,3.7255,1,0,35101
150,0,3.8133,1,0,35101
132,0,3.7843,1,0,35101
141,0,3.7178,1,0,35101
132,0,3.7962,1,0,35101
141,0,3.8211,1,0,35101
279,0,3.5513,1,0,35101
288,0,3.5476,1,0,35101
279,0,3.5461,1,0,35101
288,0,3.5734,1,0,35101
276,0,3.5299,1,0,35101
285,0,3.5404,1,0,35101
276,0,3.5139,1,0,35101
285,0,3.5552,1,0,35101
210,0,3.6271,1,0,35101
219,0,3.6027,1,0,35101
132,0,3.8068,1,0,35101
141,0,3.7344,1,0,35101
132,0,3.7843,1,0,35101
141,0,3.7867,1,0,35101
135,0,3.8157,1,0,35101
144,0,3.7624,1,0,35101
138,0,3.7763,1,0,35101
147,0,3.7977,1,0,35101
129,0,3.7663,1,0,35101
138,0,3.7906,1,0,35101
129,0,3.8168,1,0,35101
138,0,3.7417,1,0,35101
129,0,3.8083,1,0,35101
138,0,3.7881,1,0,35101
276,0,3.5423,1,0,35101
285,0,3.508,1,0,35101
273,0,3.5996,1,0,35101
282,0,3.5226,1,0,35101
231,0,3.6148,1,0,35101
240,0,3.627,1,0,35101
234,0,3.5702,1,0,35101
243,0,3.6069,1,0,35101
105,0,3.8391,1,0,35101
114,0,3.8249,1,0,35101
102,0,3.8503,1,0,35101
111,0,3.8456,1,0,35101
102,0,3.8347,1,0,35101
111,0,3.7814,1,0,35101
105,0,3.8391,1,0,35101
114,0,3.8256,1,0,35101
108,0,3.8269,1,0,35101
117,0,3.7172,1,0,35101
111,0,3.7978,1,0,35101
120,0,3.8465,1,0,35101
102,0,3.8327,1,0,35101
111,0,3.8244,1,0,35101
105,0,3.8454,1,0,35101
114,0,3.7814,1,0,35101
108,0,3.8302,1,0,35101
117,0,3.8655,1,0,35101
111,0,3.7978,1,0,35101
120,0,3.8385,1,0,35101
105,0,3.83,1,0,35101
114,0,3.8109,1,0,35101
102,0,3.8539,1,0,35101
111,0,3.8353,1,0,35101
105,0,3.8225,1,0,35101
114,0,3.8156,1,0,35101
108,0,3.7933,1,0,35101
117,0,3.8214,1,0,35101
111,0,3.7884,1,0,35101
120,0,3.7441,1,0,35101
102,0,3.8051,1,0,35101
111,0,3.8057,1,0,35101
105,0,3.8081,1,0,35101
114,0,3.7947,1,0,35101
108,0,3.7933,1,0,35101
117,0,3.815,1,0,35101
111,0,3.7781,1,0,35101
120,0,3.7984,1,0,35101
102,0,3.8163,1,0,35101
111,0,3.7761,1,0,35101
102,0,3.8503,1,0,35101
111,0,3.8134,1,0,35101
249,0,3.5311,1,0,35101
258,0,3.5552,1,0,35101
249,0,3.5678,1,0,35101
258,0,3.5089,1,0,35101
246,0,3.5681,1,0,35101
255,0,3.5543,1,0,35101
246,0,3.5469,1,0,35101
255,0,3.5159,1,0,35101
180,0,3.6332,1,0,35101
189,0,3.661,1,0,35101
102,0,3.8661,1,0,35101
111,0,3.802,1,0,35101
102,0,3.8401,1,0,35101
111,0,3.8456,1,0,35101
105,0,3.8153,1,0,35101
114,0,3.8605,1,0,35101
108,0,3.8302,1,0,35101
117,0,3.817,1,0,35101
99,0,3.8754,1,0,35101
108,0,3.8692,1,0,35101
99,0,3.8754,1,0,35101
108,0,3.8074,1,0,35101
99,0,3.8754,1,0,35101
108,0,3.8113,1,0,35101
246,0,3.5301,1,0,35101
255,0,3.5437,1,0,35101
243,0,3.5514,1,0,35101
252,0,3.5816,1,0,35101
201,0,3.6246,1,0,35101
210,0,3.6564,1,0,35101
204,0,3.671,1,0,35101
213,0,3.6085,1,0,35101
108,0,3.8752,1,0,35101
117,0,3.851,1,0,35101
105,0,3.87,1,0,35101
114,0,3.8752,1,0,35101
105,0,3.8378,1,0,35101
114,0,3.8171,1,0,35101
108,0,3.8867,1,0,35101
117,0,3.8114,1,0,35101
111,0,3.8041,1,0,35101
120,0,3.8468,1,0,35101
114,0,3.81,1,0,35101
123,0,3.8045,1,0,35101
105,0,3.914,1,0,35101
114,0,3.8317,1,0,35101
108,0,3.8497,1,0,35101
117,0,3.8843,1,0,35101
111,0,3.8326,1,0,35101
120,0,3.8222,1,0,35101
114,0,3.81,1,0,35101
123,0,3.7303,1,0,35101
108,0,3.8023,1,0,35101
117,0,3.8751,1,0,35101
105,0,3.8141,1,0,35101
114,0,3.8979,1,0,35101
108,0,3.8777,1,0,35101
117,0,3.7906,1,0,35101
111,0,3.8289,1,0,35101
120,0,3.7965,1,0,35101
114,0,3.69,1,0,35101
123,0,3.6885,1,0,35101
105,0,3.783,1,0,35101
114,0,3.7705,1,0,35101
108,0,3.7912,1,0,35101
117,0,3.8118,1,0,35101
111,0,3.796,1,0,35101
120,0,3.8594,1,0,35101
114,0,3.8065,1,0,35101
123,0,3.7813,1,0,35101
105,0,3.8615,1,0,35101
114,0,3.8074,1,0,35101
105,0,3.807,1,0,35101
114,0,3.8213,1,0,35101
252,0,3.5513,1,0,35101
261,0,3.5224,1,0,35101
252,0,3.5107,1,0,35101
261,0,3.5665,1,0,35101
249,0,3.5573,1,0,35101
258,0,3.5294,1,0,35101
249,0,3.5518,1,0,35101
258,0,3.5218,1,0,35101
183,0,3.6909,1,0,35101
192,0,3.6647,1,0,35101
105,0,3.7988,1,0,35101
114,0,3.8283,1,0,35101
105,0,3.8415,1,0,35101
114,0,3.8673,1,0,35101
108,0,3.8484,1,0,35101
117,0,3.8354,1,0,35101
111,0,3.7893,1,0,35101
120,0,3.7596,1,0,35101
102,0,3.8713,1,0,35101
111,0,3.8628,1,0,35101
102,0,3.8429,1,0,35101
111,0,3.8445,1,0,35101
102,0,3.8597,1,0,35101
111,0,3.852,1,0,35101
249,0,3.5259,1,0,35101
258,0,3.5082,1,0,35101
246,0,3.5245,1,0,35101
255,0,3.4987,1,0,35101
204,0,3.6462,1,0,35101
213,0,3.6633,1,0,35101
207,0,3.5996,1,0,35101
216,0,3.6325,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
28,0,3.655,1,0,35101
